,관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
9505,11380-00003,신록어린이공원,어린이공원,, 은평구 녹번 ,37.614689,126.915685,469.0,"온몸당겨올리기 1,온몸밀어올리기 1,무릎펴서 걷기 1,어깨손목돌리기 1,허리돌리기 1, 허리흔들기1 ,레그프레스 1, 체어웨이트1",조합놀이대1,,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000,은평구
9507,11380-00004,참다래어린이공원,어린이공원,, 은평구 응암 ,37.617265,126.913295,954.4,"크로스컨트리1 허리돌리기1 스트레칭로라 1,스윙워커미신,온몸역기올리기 1,옆파도타기 1","조합놀이대1,그네1,시소1,흔들놀이5,모래놀이시설",음수대1 화장실1,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000,은평구
9508,11380-00005,포수동어린이공원,어린이공원,, 은평구 응암 ,37.625135,126.918535,987.8,"어깨손목돌리기1,무릎펴서걷기1,온몸비틀기1","조합놀이대1,그네1,모래놀이시설",화장실1 음수대1,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000,은평구
9509,11380-00006,시루메어린이공원,어린이공원,, 은평구 증산 ,37.603973,126.923728,999.6,철봉1,"조합놀이대1,유아용조합놀이대1,그네 1,흔들놀이2",화장실1,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000,은평구
9510,11380-00007,연서어린이공원,어린이공원,, 은평구 역촌 ,37.605114,126.938126,956.0,"온몸허리돌리기2,거꾸리머신1,온몸근육풀기1,온몸지압기1,하늘걷기1,옆파도타기1","조합놀이대1,그네 1,시소2,흔들놀이 2",화장실1,,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000,은평구
9511,11380-00008,역마을어린이공원,어린이공원,, 은평구 역촌 ,37.601679,126.923517,949.1,"온몸허리돌리기,옆파도타기1,온몸역기올리기,온몸근육풀기1,하늘걷기,마라톤운동1","조합놀이대1,그네1,모래놀이시설","화장실1 화장실1,관리실1",,,,서울특별시 은평구시설관리공단,02-350-5248,2021-05-01,3110000,은평구
9538,11290-00011,배밭골,어린이공원,서울특별시 성북구 정릉로10길 46,,37.60812583,126.9986863,263.0,체력단련시설3,"그네1, 시소1, 조합놀이대1",장의자4,,,1983-12-23,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9540,11290-00013,밤골,어린이공원,, 성북구 하월곡,37.607541,127.039921,600.0,체력단련시설3,"모래밭1, 시소1, 조합놀이대1",장의자4,,,1984-02-21,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9541,11290-00014,햇살,어린이공원,, 성북구 상월곡,37.605878,127.048602,300.0,체력단련시설3,"모래밭1, 조합놀이대1",장의자8,,,1983-12-23,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9543,11290-00016,동방,어린이공원,, 성북구 장위1,37.616598,127.043486,982.0,체력단련시설4,조합놀이대1,장의자7,,,1967-07-30,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9544,11290-00017,샛별,어린이공원,, 성북구 석관동,37.614016,127.064186,1638.0,체력단련시설7,"그네1, 모래밭1, 시소1, 조합놀이대1",장의자8,,,1983-12-23,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9545,11290-00018,돌뫼,어린이공원,, 성북구 석관동,37.605054,127.052698,350.0,체력단련시설7,조합놀이대1,"정자1, 장의자6",,,1983-12-23,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9546,11290-00019,새소리,어린이공원,, 성북구 돈암1,37.600751,127.025382,1371.0,체력단련시설1,"그네1, 조합놀이대1",장의자3,,,1976-12-30,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9548,11290-00021,솔향기,어린이공원,, 성북구 길음1,37.608108,127.021295,4031.0,체력단련시설4,"그네1, 모래밭1, 조합놀이대1","정자1, 장의자8",,,2003-12-05,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9549,11290-00022,해맑은,어린이공원,, 성북구 길음1,37.608493,127.020925,2089.0,체력단련시설1,,장의자2,,,2003-12-05,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9550,11290-00023,한울,어린이공원,, 성북구 정릉2,37.605709,127.013686,2675.0,체력단련시설8,"그네1, 모래밭1, 조합놀이대1","정자1, 장의자4",,,2003-12-05,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9551,11290-00024,솔숲,어린이공원,, 성북구 정릉1,37.604746,127.014971,2922.0,체력단련시설5,"그네1, 모래밭1, 조합놀이대1","정자1, 장의자4",,,2005-07-29,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9552,11290-00025,동망봉,어린이공원,, 성북구 보문동,37.5838591,127.017073,6730.0,체력단련시설3,조합놀이대1,"정자3, 장의자4",,,2007-10-04,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9554,11290-00027,화랑,어린이공원,, 성북구 석관동,37.608453,127.054559,2213.0,체력단련시설4,"그네1, 모래밭1, 조합놀이대1",장의자12,,,2004-11-17,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9555,11290-00028,매화,어린이공원,서울특별시 성북구 북악산로15길 42,,37.60011962,127.0207412,1595.0,체력단련시설4,조합놀이대1,장의자6,,,2004-11-17,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9556,11290-00029,고암,어린이공원,, 성북구 종암동,37.599243,127.031027,1449.0,체력단련시설3,조합놀이대1,장의자6,,,2005-06-02,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9557,11290-00030,옛시장,어린이공원,, 성북구 종암동,37.602273,127.033882,958.0,체력단련시설5,,장의자4,,,2005-09-08,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9558,11290-00031,늘푸른,어린이공원,, 성북구 길음1,37.607521,127.018009,1580.0,체력단련시설3,,"정자1, 장의자4",,,2005-05-12,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9559,11290-00032,아름,어린이공원,, 성북구 길음1,37.607521,127.018009,2167.0,체력단련시설2,"모래밭1, 조합놀이대1","정자1, 장의자2",,,2005-05-12,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9560,11290-00033,벌집,어린이공원,, 성북구 종암동,37.599625,127.038799,1788.0,체력단련시설5,"그네1, 모래밭1, 조합놀이대1","정자2, 장의자2",,,2003-03-08,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9561,11290-00034,일신,어린이공원,, 성북구 종암동,37.599625,127.038799,950.0,체력단련시설5,"그네1, 모래밭1, 조합놀이대1","정자2, 장의자1",,,2003-03-08,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9562,11290-00035,길음골,소공원,, 성북구 길음1,37.609589,127.018679,1244.0,체력단련시설2,,"정자1, 장의자9",,,2005-05-12,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9564,11290-00037,잔월,소공원,, 성북구 하월곡,37.604178,127.041001,481.0,체력단련시설2,,,,,2007-06-21,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9565,11290-00001,성북,근린공원,, 성북구 돈암동,37.600528,127.023636,69676.5,"배드민턴장1, 체력단련시설9",,"정자3, 장의자43",문화회관1,,1940-03-12,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9566,11290-00002,오동,근린공원,, 성북구 하월곡,37.6108706217,127.0406997992,233989.7,"배드민턴장6, 체력단련시설303",,"정자3, 노인정1, 장의자173",도서관1,,1966-02-05,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9567,11290-00003,개운산,근린공원,, 성북구 돈암동,37.59741206,127.0257184,208618.0,체력단련시설6,,"정자4, 야외탁자5, 장의자71",,,1940-03-12,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9568,11290-00004,청량,근린공원,, 성북구 석관동,37.604661,127.056385,329290.0,체력단련시설12,,"정자1, 장의자9",,,1940-03-12,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9569,11290-00005,모랫말,근린공원,, 성북구 하월곡,37.604825,127.032787,1740.0,체력단련시설7,"그네1, 시소1, 조합놀이대1",장의자14,,,1997-12-03,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9570,11290-00008,삼선,어린이공원,, 성북구 삼선동,37.5832358514,127.0103900048,10957.0,"배드민턴장1, 체력단련시설30","그네2, 모래밭1, 시소1, 정글집1, 조합놀이대1","정자3, 야외탁자3, 장의자41",,,1978-05-30,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9571,11290-00009,범바위,어린이공원,, 성북구 안암동,37.585257,127.021534,1514.0,체력단련시설10,"그네1, 시소1, 조합놀이대1","정자1, 장의자4",,,1940-03-12,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
9572,11290-00010,꿈나라,어린이공원,, 성북구 보문동,37.580024,127.023018,1564.0,체력단련시설6,"그네1, 시소1, 조합놀이대1","정자1, 장의자7",,,1940-03-12,서울특별시 성북구청,02-2241-3668,2021-06-16,3070000,성북구
10472,11200-00047,하왕1-5구역,소공원,서울특별시 성동구 무학봉길 1, 성동구 하왕십,37.560075385,127.0241246196,1451.1,체력단련시설,,,,,2007-05-17,서울특별시 성동구,02-2886-5655,2022-08-30,3030000,성동구
10522,11200-00027,푸른,어린이공원,서울특별시 성동구 금호로1길 38, 성동구 금호동,37.5473327732,127.0235968,1681.8,체력단련시설,조합놀이대+그네,,,,2004-07-15,서울특별시 성동구,02-2886-5655,2022-08-30,3030000,성동구
10523,11200-00044,견우,어린이공원,서울특별시 성동구 왕십리로 410, 성동구 상왕십,37.5665904987,127.0240824632,1500.0,체력단련시설,조합놀이대+그네+흔들놀이기구,,,,2011-03-17,서울특별시 성동구,02-2886-5655,2022-08-30,3030000,성동구
10524,11200-00045,직녀,어린이공원,서울특별시 성동구 하왕십리동 마장로 164 기독교대한감리회 꽃재교회, 성동구 하왕십,37.5667467,127.0278177,1500.0,체력단련시설,조합놀이대+그네+흔들놀이기구,,,,2011-03-17,서울특별시 성동구,02-2886-5655,2022-08-30,3030000,성동구
10787,11740-00041,게내공원,어린이공원,서울특별시 강동구 상일로5길26(상일동), 강동구 상일동,37.549262,127.171472,1500.0,체력단련기구,모래놀이터,음수대,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2022-07-21,3240000,강동구
10788,11740-00042,까치공원,어린이공원,, 강동구 상일동,37.547741,127.1621552,1965.8,농구장+체력단련기구,조합놀이대+그네,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2022-07-21,3240000,강동구
10790,11740-00044,파랑새공원,어린이공원,, 강동구 명일2,37.547964,127.150864,2017.3,체력단련기구,조합놀이대+흔들놀이,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2022-07-21,3240000,강동구
10791,11740-00045,은하수공원,어린이공원,서울특별시 강동구 양재대로145길8(명일동), 강동구 명일2,37.552017,127.1435031,2018.0,체력단련기구,조합놀이대+그네+흔들놀이+모래놀이터,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2022-07-21,3240000,강동구
10792,11740-00046,진달래공원,어린이공원,서울특별시 강동구 양재대로147길5(명일동), 강동구 명일2,37.5521507,127.1436747,2024.0,체력단련기구,조합놀이대+그네+시소+흔들놀이,,,,1980-03-27,서울특별시 강동구청,02-3425-6440,2022-07-21,3240000,강동구
12222,11410-00011,궁말어린이공원,어린이공원,, 서대문구 연희,37.571041,126.9336096,886.9,체력단련시설 3기,조합놀이대 1기+그네 1기,,,,1967-01-21,서울특별시 서대문구청,02-330-1714,2022-08-11,3120000,서대문구
12777,11560-00010,강마을어린이공원,어린이공원,, 영등포구 당산,37.532972,126.906681,3329.0,헬스형 운동기구 등,조합놀이대,"파고라, 음수대 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12778,11560-00011,양남어린이공원,어린이공원,서울특별시 영등포구 선유로23길 18, 영등포구 양평,37.523205,126.888303,1467.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12779,11560-00012,산성어린이공원,어린이공원,, 영등포구 대림,37.4969774179,126.902594,413.0,헬스형 운동기구 등,조합놀이대,"정자, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12780,11560-00013,다사랑어린이공원,어린이공원,서울특별시 영등포구 대림로23가길 5, 영등포구 대림,37.492834,126.899215,1632.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1963-04-26,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12781,11560-00014,고추말어린이공원,어린이공원,, 영등포구 도림,37.511577,126.9070507192,3071.0,헬스형 운동기구 등,조합놀이대,"파고라, 음수대 등",,,1963-04-26,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12782,11560-00015,대림어린이공원,어린이공원,서울특별시 영등포구 대림로 106, 영등포구 대림,37.491332,126.903016,6969.0,"게이트볼장, 배드민턴장",조합놀이대,"파고라, 평의자 등",,,1981-03-10,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12783,11560-00016,서강어린이공원,어린이공원,, 영등포구 영등,37.5259219037,126.905848,1797.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1982-07-12,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12784,11560-00017,원지어린이공원,어린이공원,서울특별시 영등포구 도림로47길 28, 영등포구 대림,37.497618,126.899642,4845.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1982-07-12,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12785,11560-00018,동심어린이공원,어린이공원,서울특별시 영등포구 대림로35길 7, 영등포구 대림,37.498712,126.897293,2820.0,배드민턴장,조합놀이대,"파고라, 음수대 등",,,1982-07-12,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12786,11560-00019,두암어린이공원,어린이공원,, 영등포구 대림,37.495512764,126.897371,1477.0,헬스형 운동기구 등,조합놀이대,"파고라, 음수대 등",,,1982-07-12,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12787,11560-00020,신우어린이공원,어린이공원,서울특별시 영등포구 가마산로47길 13, 영등포구 대림,37.503539,126.899081,3112.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1982-07-12,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12789,11560-00022,영등포근린공원,근린공원,서울특별시 영등포구 신길로 275, 영등포구 영등,37.516127,126.912126,61544.0,"게이트볼장, 풋살장, 배드민턴장, 농구장",조합놀이대,"음수대, 평의자 등",영등포문화원,,1997-05-10,서울특별시 영등포구청,02-2670-3715,2022-09-29,3180000,영등포구
12790,11560-00023,양평어린이공원,어린이공원,, 영등포구 양평,37.538015,126.898077,2845.0,헬스형 운동기구 등,조합놀이대,"파고라, 음수대 등",,,1998-04-06,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12791,11560-00024,영일어린이공원,어린이공원,, 영등포구 영등,37.5101518295,126.9039189852,5413.0,헬스형 운동기구 등,조합놀이대,"파고라, 음수대 등",,,1999-02-03,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12792,11560-00025,중마루근린공원,근린공원,서울특별시 영등포구 영등포로53길 14, 영등포구 영등,37.519919,126.911497,6456.0,족구장,,"음수대, 평의자 등",,,1998-10-15,서울특별시 영등포구청,02-2670-3716,2022-09-29,3180000,영등포구
12793,11560-00026,꿈에그린어린이공원,어린이공원,, 영등포구 신길,37.5030016645,126.9088393869,1619.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
12794,11560-00027,문래소공원,소공원,, 영등포구 문래,37.5197991972,126.8869024485,1954.0,헬스형 운동기구 등,,"파고라, 정자 등",,,2009-03-26,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
12795,11560-00028,인스빌1 소공원,소공원,, 영등포구 문래,37.514461,126.888327,1194.0,헬스형 운동기구 등,,평의자 등,,,2010-05-13,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
12796,11560-00029,인스빌2 소공원,소공원,, 영등포구 문래,37.513622,126.890546,1007.0,헬스형 운동기구 등,,"파고라, 평의자 등",,,2010-05-13,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
12797,11560-00030,꽃담 소공원,소공원,, 영등포구 당산,37.5312014355,126.900161,2582.0,헬스형 운동기구 등,,"파고라, 평의자 등",,,2010-05-13,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
12798,11560-00031,(가칭)신길14재정비촉진구역 소공원,소공원,, 영등포구 신길,37.504367,126.906287,1732.0,헬스형 운동기구 등,,"파고라, 등의자 등",,,2007-11-29,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
12799,11560-00032,당산역 소공원,소공원,, 영등포구 당산,37.533517,126.900642,417.0,헬스형 운동기구 등,,"파고라, 평의자 등",,,2009-09-10,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
12800,11560-00033,파밀리에 소공원,소공원,, 영등포구 대림,37.495012,126.903451,395.0,헬스형 운동기구 등,,평의자 등,,,2007-11-08,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13314,11410-00012,대궐재어린이공원,어린이공원,, 서대문구 연희,37.574059,126.937078,971.9,체력단련시설 4기,조합놀이대 1기+그네 1기+모래밭 1기+시소 1기+기타 1기,,,,1967-01-21,서울특별시 서대문구청,02-330-1714,2022-08-11,3120000,서대문구
13947,11620-00024,신림근린공원,근린공원,서울특별시 관악구 남부순환로152길 53,,37.480884,126.918234,90960.0,배드민턴장,,화장실+주차장,도서관,,1971-08-06,서울특별시 관악구청,02-879-6503,2022-10-15,3200000,관악구
13948,11620-00025,장군봉근린공원,근린공원,, 관악구 신림동,37.478631,126.939049,128100.0,배드민턴장+운동장,,화장실,,,1971-08-06,서울특별시 관악구청,02-879-6503,2022-10-15,3200000,관악구
13955,11560-00034,도리미 소공원,소공원,서울특별시 영등포구 도림로 112나길 4, 영등포구 도림,37.509476,126.9021917,1859.0,헬스형 운동기구 등,흔들말,"파고라, 등의자 등",,,2007-07-05,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13956,11560-00035,새말소공원,소공원,, 영등포구 당산,37.531292,126.8975129344,1642.0,헬스형 운동기구 등,,평의자 등,,,2011-02-10,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13957,11560-00036,이음소공원,소공원,, 영등포구 당산,37.527424,126.902467,732.0,헬스형 운동기구 등,,평의자 등,,,2007-08-02,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13958,11560-00037,당산나루소공원,소공원,서울특별시 영등포구 당산로 205, 영등포구 당산,37.532814,126.900128,1339.0,헬스형 운동기구 등,,"파고라, 평의자 등",,,2009-09-10,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13959,11560-00038,(가칭)모아미래도 소공원,소공원,, 영등포구 문래,37.5165501442,126.8871261546,1505.0,헬스형 운동기구 등,,"파고라, 등의자 등",,,2010-05-20,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13960,11560-00039,(가칭)당산4구역 소공원,소공원,, 영등포구 당산,37.528846,126.903737,396.0,헬스형 운동기구 등,,"파고라, 등의자 등",,,2007-08-02,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13961,11560-00040,(가칭)신길7재정비촉진구역 소공원,소공원,, 영등포구 신길,37.501274,126.9162891328,1024.1,헬스형 운동기구 등,,"파고라, 등의자 등",,,2007-11-29,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13962,11560-00041,(가칭)신길11재정비촉진구역 소공원,소공원,, 영등포구 신길,37.504638,126.906631,1661.4,헬스형 운동기구 등,,"파고라, 등의자 등",,,2007-11-29,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13963,11560-00042,아크로타워 역사공원,역사공원,, 영등포구 영등,37.5225745061,126.9077566139,2962.0,헬스형 운동기구 등,,"파고라, 등의자 등",,,2005-12-22,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13964,11560-00043,(가칭)신길5재정비촉진구역 소공원,소공원,, 영등포구 신길,37.50373971,126.9175044,1638.0,헬스형 운동기구 등,,"파고라, 등의자 등",,,2007-11-29,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13965,11560-00044,(가칭)신길5구역어린이공원,어린이공원,, 영등포구 신길,37.503015,126.920286,1981.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,2007-11-29,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
13966,11560-00045,신길9구역 근린공원,근린공원,, 영등포구 신길,37.503954,126.9145992293,13776.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,2007-11-29,서울특별시 영등포구청,02-2670-3758,2022-09-29,3180000,영등포구
13967,11560-00046,상아현대어린이공원,어린이공원,, 영등포구 당산,37.53047853,126.9029504,1587.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,2013-01-10,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
13968,11560-00047,대림3주택어린이공원,어린이공원,, 영등포구 대림,37.494598,126.908478,2878.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,2008-10-30,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
13969,11560-00048,신길8구역소공원,소공원,, 영등포구 신길,37.502528,126.912451,2361.0,헬스형 운동기구 등,,"파고라, 평의자 등",,,2007-11-29,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13970,11560-00049,신길9구역소공원,소공원,, 영등포구 신길,37.502802,126.911686,2133.0,헬스형 운동기구 등,,"파고라, 등의자 등",,,2007-11-29,서울특별시 영등포구청,02-2670-3761,2022-09-29,3180000,영등포구
13998,11560-00001,신일어린이공원,어린이공원,, 영등포구 신길,37.510022,126.922191671,173.0,헬스형 운동기구 등,조합놀이대,"야외탁자, 평의자 등",,,1940-01-15,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
13999,11560-00002,자매근린공원,근린공원,서울특별시 영등포구 의사당대로 지하 166, 영등포구 여의,37.5166297,126.9290797,16458.0,게이트볼장,조합놀이대,"음수대, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3758,2022-09-29,3180000,영등포구
14000,11560-00003,문래근린공원,근린공원,, 영등포구 문래,37.517456,126.894267,23611.0,"배드민턴장, 게이트볼장",조합놀이대,"음수대, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3758,2022-09-29,3180000,영등포구
14001,11560-00004,신길근린공원,근린공원,서울특별시 영등포구 도림로80길 6, 영등포구 신길,37.501712,126.905408,19604.0,"게이트볼장, 농구장, 배드민턴장",조합놀이대,"음수대, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3758,2022-09-29,3180000,영등포구
14002,11560-00005,당산근린공원,근린공원,서울특별시 영등포구 당산로27길 12, 영등포구 당산,37.52521794,126.8951468,11154.0,배드민턴장,조합놀이대,"음수대, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3758,2022-09-29,3180000,영등포구
14003,11560-00006,메낙골근린공원,근린공원,, 영등포구 신길,37.5070196657,126.915244,17229.0,게이트볼장,,"정자, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3758,2022-09-29,3180000,영등포구
14004,11560-00007,중앙어린이공원,어린이공원,서울특별시 영등포구 영등포로35길 13, 영등포구 영등,37.521363,126.904164,3671.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
14005,11560-00008,평화어린이공원,어린이공원,서울특별시 영등포구 63로 45, 영등포구 여의,37.52135273,126.9373261,4595.0,농구장,조합놀이대,"파고라, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
14006,11560-00009,자유어린이공원,어린이공원,서울특별시 영등포구 63로 45, 영등포구 여의,37.521353,126.937326,5385.0,헬스형 운동기구 등,조합놀이대,"파고라, 평의자 등",,,1940-03-12,서울특별시 영등포구청,02-2670-3757,2022-09-29,3180000,영등포구
14007,11620-00047,까치산근린공원,근린공원,, 관악구 봉천동,37.4777440519,126.9672314655,64534.0,게이트볼장,조합놀이대,,,,1977-07-09,서울특별시 관악구청,02-879-6503,2022-10-15,3200000,관악구
15265,11410-00013,연희어린이공원,어린이공원,, 서대문구 연희,37.567723,126.921481,661.0,체력단련시설 3기,그네1기+시소 1기+기타 2기,,,,1968-05-28,서울특별시 서대문구청,02-330-1714,2022-08-11,3120000,서대문구
15266,11410-00014,신가어린이공원,어린이공원,, 서대문구 북가,37.580122,126.9083536,993.4,체력단련시설 2기,조합놀이대 1기+정글짐 1기,,,,1968-11-15,서울특별시 서대문구청,02-330-1714,2022-08-11,3120000,서대문구
15268,11410-00016,다람쥐어린이공원,어린이공원,, 서대문구 연희,37.576037,126.934403,595.0,체력단련시설 4기,조합놀이대 1기+그네 1기+기타 3기,,,,1970-09-02,서울특별시 서대문구청,02-330-1714,2022-08-11,3120000,서대문구
15272,11410-00020,홍연어린이공원,어린이공원,, 서대문구 홍은,37.58012707,126.926801,965.1,체력단련시설 3기,조합놀이대 1기+그네 1기+모래밭 1기+시소 1기+기타 3기,음수대 1개소,,,1972-02-09,서울특별시 서대문구청,02-330-1714,2022-08-11,3120000,서대문구
15273,11410-00021,백련어린이공원,어린이공원,, 서대문구 홍은,37.582234,126.9240153,985.8,체력단련시설 2기,조합놀이대 1기+그네 1기,,,,1972-02-09,서울특별시 서대문구청,02-330-1714,2022-08-11,3120000,서대문구
15275,11410-00023,연남어린이공원,어린이공원,, 서대문구 남가,37.5782157,126.925305,991.7,체력단련시설 2기,조합놀이대 1기+그네 1기+미끄럼틀 1기+기타 3기,,,,1973-11-24,서울특별시 서대문구청,02-330-1714,2022-08-11,3120000,서대문구
15276,11410-00024,실락어린이공원,어린이공원,, 서대문구 홍은,37.594473,126.943334,17452.0,배드민턴장 1개소+체력단련시설 8기,,,,,1973-12-01,서울특별시 서대문구청,02-330-1714,2022-08-11,3120000,서대문구
15278,11410-00026,독립근린공원,근린공원,, 서대문구 현저,37.57610554,126.9554446,113021.7,농구장 1개소+배드민턴장 1개소+체력단련시설 30기,미끄럼틀 1기+기타 3기,주차장 1개소(65대)+매점 2개소+화장실 3개소+음수대 4기,독립관 1동+3.1운동기념탑 1기+순국선열추념탑 1기+독립문 1기+서재필동상 1기+독립문이전비 1기+정보도서관 1동,,1989-05-10,서울특별시 서대문구청,02-330-8646,2022-08-11,3120000,서대문구
15279,11410-00027,가좌어린이공원,어린이공원,, 서대문구 남가,37.57586791,126.9205476,1665.0,체력단련시설 3기,조합놀이대 1기,,,,1993-05-07,서울특별시 서대문구청,02-330-1714,2022-08-11,3120000,서대문구
